Date,Team,Season,points_allowed,target,RegLog,ArbolDecision,RandomForest,XGB,LGB,MLP,NeuralNet
2023-09-17,HTX,2023,31,0,0.0091668044,0.0,0.2590118856,0.0864973292,0.0550386942,0.0110509943,0.0644933954
2023-09-24,HTX,2023,17,1,0.997443484,1.0,0.9581233858,0.9979755282,0.9991241363,0.9982421368,0.9520081282
2023-10-01,HTX,2023,6,1,0.9999966244,1.0,0.9932768362,0.999273479,0.999999945,0.9999387215,0.9520130754
2023-10-08,HTX,2023,21,0,0.2130117857,0.0,0.1844281238,0.1847789139,0.0819302741,0.0978936472,0.1481091678
2023-10-15,HTX,2023,13,1,0.9896249255,1.0,0.871122914,0.9779621363,0.9984232384,0.9959399039,0.9179227948
2023-10-29,HTX,2023,15,0,0.9017703201,1.0,0.792777982,0.4847857654,0.4531075281,0.5938249086,0.9027600288
2023-11-05,HTX,2023,37,1,0.2527752145,1.0,0.5021278721,0.8425770998,0.5117752073,0.8704190437,0.2432813048
2023-11-12,HTX,2023,27,1,0.7277267238,1.0,0.6206655528,0.564326942,0.8435668326,0.6993339252,0.8632409573
2023-11-19,HTX,2023,16,1,0.8746790259,1.0,0.5267990074,0.8473687172,0.9489732199,0.7136167913,0.9442828894
2023-11-26,HTX,2023,24,0,0.2817841196,0.0,0.5212293099,0.2366575748,0.3606979831,0.0883907528,0.1842894703
2023-12-03,HTX,2023,17,1,0.9839140192,1.0,0.9304147465,0.94165802,0.9945014209,0.9829624987,0.9177276492
2023-12-10,HTX,2023,30,0,0.0002526418,0.0,0.0012987013,0.0028332758,5.8241e-06,0.0003393684,0.0614433959
2023-12-17,HTX,2023,16,1,0.606801966,0.0,0.4918281816,0.5171627998,0.6462290796,0.6603355985,0.6955158114
2023-12-24,HTX,2023,36,0,8.20933e-05,0.0,0.0094388504,0.0008071674,0.0001347686,0.0001546731,0.0642843768
2023-12-31,HTX,2023,3,1,0.9987402279,1.0,0.9468934549,0.9961259961,0.9998831522,0.9994048755,0.9378896356
2023-01-06,HTX,2023,19,1,0.9921359033,1.0,0.9160093897,0.9924904704,0.9973396538,0.9938626895,0.951977551
2023-01-13,HTX,2023,14,1,0.9999812227,1.0,0.9875,0.9979516864,0.9999965189,0.9997267754,0.9520130754
2023-01-20,HTX,2023,34,0,5.85598e-05,0.0,0.0292606833,0.0055709998,0.000961438,0.0001408302,0.0642843768
2023-09-10,CLT,2023,31,0,0.0011967115,0.0,0.0135355626,0.0018716869,0.0004653516,0.0007372051,0.0642875805
2023-09-17,CLT,2023,20,1,0.9744759723,1.0,0.8847914456,0.9800602198,0.9995484677,0.9966474196,0.9517375231
2023-09-24,CLT,2023,19,1,0.1678481005,0.75,0.5400907289,0.219428882,0.5639062246,0.2763562223,0.0911335349
2023-10-01,CLT,2023,29,0,0.6722787512,0.0,0.1672331361,0.1571787745,0.1125541967,0.0625136709,0.714691937
2023-10-08,CLT,2023,16,1,0.9897215174,1.0,0.9824599569,0.9912788272,0.9989631986,0.9639513987,0.951683104
2023-10-15,CLT,2023,37,0,0.0003076222,0.0,0.0048821503,0.0039540925,0.0010673609,0.0007536521,0.0642854869
2023-10-22,CLT,2023,39,0,0.8773234476,1.0,0.6357539683,0.7142294049,0.6860616556,0.4871254901,0.8154613972
2023-10-29,CLT,2023,38,0,0.0026617651,0.0,0.0647408016,0.0190471932,0.0123647074,0.0037403374,0.0642929301
2023-11-05,CLT,2023,13,1,0.8494984567,1.0,0.8978728378,0.7545098662,0.7002653864,0.9396277559,0.9118192792
2023-11-12,CLT,2023,6,1,0.9828280358,1.0,0.5323507767,0.9756566286,0.9684317597,0.9651314918,0.9515634775
2023-11-26,CLT,2023,20,1,0.9104167093,1.0,0.5177750182,0.5680514574,0.9158588008,0.9628183708,0.9132095575
2023-12-03,CLT,2023,28,1,0.0376832775,0.0,0.2249836022,0.2420136333,0.242004508,0.136832195,0.1070372537
2023-12-10,CLT,2023,34,0,9.09895e-05,0.0,0.0936592763,0.0008574585,1.66663e-05,9.39306e-05,0.0642844066
2023-12-16,CLT,2023,13,1,0.9993857779,1.0,0.9133333333,0.9979934692,0.9998900812,0.9994850875,0.9183155894
2023-12-24,CLT,2023,29,0,0.0012167486,0.0,0.059563463,0.0043629105,0.0037859554,0.0019829346,0.0642878488
2023-12-31,CLT,2023,20,1,0.9663936127,1.0,0.8211219336,0.9085277319,0.8895822985,0.9083426019,0.9513263106
2023-01-06,CLT,2023,23,0,0.2117583492,0.0,0.257545352,0.0432090834,0.0119946763,0.0390037073,0.0783544332
2023-09-10,JAX,2023,21,1,0.9844437924,1.0,0.8730983244,0.9944637418,0.9985028908,0.9992208971,0.9181634784
2023-09-17,JAX,2023,17,0,0.0277162407,0.0,0.0688791137,0.0262461659,0.0120341594,0.0132083695,0.0651402548
2023-09-24,JAX,2023,37,0,0.0020051878,0.0,0.1359924238,0.0043123616,0.0007345468,0.0002950631,0.0642971769
2023-10-01,JAX,2023,7,1,0.9920418454,1.0,0.9632873111,0.9891324639,0.9970630645,0.9977882865,0.9185328484
2023-10-08,JAX,2023,20,1,0.9714872062,1.0,0.9608772727,0.9751247168,0.9728220256,0.9846022253,0.9174035788
2023-10-15,JAX,2023,20,1,0.9540723683,1.0,0.6795728716,0.9943149686,0.9974248189,0.998624593,0.9172328711
2023-10-19,JAX,2023,24,1,0.6885310851,1.0,0.6714602166,0.681622982,0.7230117213,0.9057231347,0.9050247073
2023-10-29,JAX,2023,10,1,0.9682270085,1.0,0.989608637,0.9129985571,0.9607621566,0.9394364718,0.9510774612
2023-11-12,JAX,2023,34,0,6.3073e-06,0.0,0.0002932551,0.0031247744,0.0002609502,9.28626e-05,0.0642843395
2023-11-19,JAX,2023,14,1,0.9999104994,1.0,0.9962278387,0.9996619225,0.9999992685,0.9999315836,0.9490967989
2023-11-26,JAX,2023,21,1,0.9430983074,1.0,0.83335369,0.8215324879,0.9832630562,0.7703661586,0.9507120848
2023-12-04,JAX,2023,34,0,0.1062385357,1.0,0.4688795518,0.5918889642,0.3972062461,0.2219249771,0.0857411921
2023-12-10,JAX,2023,31,0,0.012767797,0.0,0.0291535984,0.0125473542,0.0741388062,0.0233259597,0.0643794015
2023-12-17,JAX,2023,23,0,0.029383009,0.0,0.0350357836,0.0088092685,0.0005236549,0.0026431068,0.1067228094
2023-12-24,JAX,2023,30,0,0.0005253464,0.0,0.0694629593,0.0014861121,1.9225e-05,0.0004512823,0.101872094
2023-12-31,JAX,2023,0,1,0.9999581225,1.0,0.9660142285,0.9992949963,0.9999937808,0.9999195677,0.9183086157
2023-01-07,JAX,2023,28,0,0.0547970882,0.0,0.0996470907,0.0581120029,0.0353534328,0.0330170946,0.0722551644
2023-09-07,KAN,2023,21,0,0.4704451194,0.1111111111,0.3369855962,0.4308160841,0.6528058227,0.5690632661,0.348872304
2023-09-17,KAN,2023,9,1,0.993396031,1.0,0.943963964,0.998065412,0.9998995414,0.9989506294,0.9519929886
2023-09-24,KAN,2023,10,1,0.9999882707,1.0,0.983534032,0.9998269677,0.9999999989,0.9999455972,0.9520130754
2023-10-01,KAN,2023,20,1,0.7155122773,1.0,0.5155273697,0.568600893,0.6937448591,0.5462796501,0.7753561139
2023-10-08,KAN,2023,20,1,0.8698030279,1.0,0.9124089827,0.9864199758,0.9944611638,0.9889818252,0.9496490359
2023-10-12,KAN,2023,8,1,0.9834073797,1.0,0.9313546125,0.990676403,0.9990099396,0.9941114255,0.9518789053
2023-10-22,KAN,2023,17,1,0.9964445337,1.0,0.9545454545,0.9985234141,0.9999775837,0.9991909117,0.9520072341
2023-10-29,KAN,2023,24,0,0.000814388,0.0,0.0045236652,0.0049602939,0.0001303446,0.0006538756,0.0642867088
2023-11-05,KAN,2023,14,1,0.9430980553,1.0,0.8905299397,0.9718692899,0.96866721,0.8207751718,0.9156646729
2023-11-20,KAN,2023,21,0,0.3638368535,0.7777777778,0.456278708,0.2750140131,0.2082894727,0.4052960381,0.1876906157
2023-11-26,KAN,2023,17,1,0.9980259625,1.0,0.994073669,0.9984112978,0.9999765306,0.9997064992,0.9520111084
2023-12-03,KAN,2023,27,0,0.0469075251,0.0,0.0785090401,0.0196107794,0.0366205102,0.0226596822,0.0668090582
2023-12-10,KAN,2023,20,0,0.3180412988,1.0,0.623772699,0.5216007233,0.4228528265,0.367825542,0.2753426731
2023-12-17,KAN,2023,17,1,0.8959930615,1.0,0.9247972973,0.9801735878,0.9967666437,0.9873568091,0.9493341446
2023-12-25,KAN,2023,20,0,0.3094497284,0.0,0.3803823661,0.0627685487,0.0171942258,0.0959758873,0.2057591826
2023-12-31,KAN,2023,17,1,0.628966205,1.0,0.7186176279,0.6597869396,0.7798108333,0.5315148661,0.9180582166
2023-01-07,KAN,2023,12,1,0.4327799867,1.0,0.671672175,0.5319896936,0.7279114202,0.2614548609,0.1349342912
2023-01-13,KAN,2023,7,1,0.999616009,1.0,0.9622414057,0.9993739724,0.9999850371,0.9996985746,0.9445843697
2023-01-21,KAN,2023,24,1,0.9527557367,0.0,0.6884125189,0.9570857882,0.982737521,0.9554503656,0.9516481161
2023-01-28,KAN,2023,10,1,0.9942125531,1.0,0.9069677377,0.9933738708,0.9993525224,0.9988958962,0.9182898402
2023-02-11,KAN,2023,22,1,0.3256691956,0.8571428571,0.6837765993,0.5639133453,0.3755152657,0.5628858581,0.4552133083
2023-09-10,SDG,2023,36,0,0.1209694475,1.0,0.3281609195,0.2580099106,0.1148197951,0.1562874615,0.0784072652
2023-09-17,SDG,2023,27,0,0.0369852904,0.0,0.2976960205,0.0945858285,0.0407970174,0.1423158258,0.1067251936
2023-09-24,SDG,2023,24,1,0.3797654568,1.0,0.7943870432,0.9922304749,0.9934673227,0.8363026595,0.5050066113
2023-10-01,SDG,2023,17,1,0.9795218115,1.0,0.6731450665,0.9743132591,0.9971552065,0.9973304524,0.9171333909
2023-10-16,SDG,2023,20,0,0.6181045616,0.7777777778,0.5773693015,0.2478891909,0.4924741979,0.8432779744,0.7911729813
2023-10-22,SDG,2023,31,0,0.0061543874,0.0,0.0510432791,0.0469579212,0.0307265425,0.0057887755,0.0642917678
2023-10-29,SDG,2023,13,1,0.9963706126,1.0,0.9986595174,0.9988611937,0.9999941833,0.9995141893,0.9520111084
2023-11-06,SDG,2023,6,1,0.9801246923,1.0,0.8443771044,0.9906511307,0.9991630215,0.9972560015,0.917361021
2023-11-12,SDG,2023,41,0,0.0922404496,0.5,0.4268774441,0.3637477756,0.6855104035,0.3620734236,0.1323169321
2023-11-19,SDG,2023,23,0,0.4181165633,0.0,0.4293155414,0.2378763258,0.4964489447,0.2817827872,0.3123253584
2023-11-26,SDG,2023,20,0,0.0202695502,0.0,0.2680456361,0.0258408058,0.0134685613,0.0262130741,0.0652478635
2023-12-03,SDG,2023,0,1,0.9940184287,1.0,0.7643345543,0.9296916723,0.8509940292,0.9917364429,0.951951623
2023-12-10,SDG,2023,24,0,0.0036858291,0.0,0.014177377,0.0037054427,3.59404e-05,0.0023191065,0.0642901883
2023-12-14,SDG,2023,63,0,1.192e-07,0.0,0.1394619775,0.0046455045,0.000146859,2.51697e-05,0.0642843395
2023-12-23,SDG,2023,24,0,0.0285009917,0.8,0.3451065717,0.1811254621,0.0575050007,0.0221066153,0.0653488636
2023-12-31,SDG,2023,16,0,0.0828029942,0.0,0.2043406593,0.0621369295,0.0584245862,0.0186214397,0.0735479519
2023-01-07,SDG,2023,13,0,0.312114281,0.0,0.3688772959,0.1311116219,0.0508812884,0.1634709713,0.2477637082
2023-09-10,RAM,2023,13,1,0.9999085922,1.0,0.9089569167,0.9980688691,0.9999870903,0.9988348128,0.951382637
2023-09-17,RAM,2023,30,0,0.0174619926,0.0,0.0529373318,0.011785171,0.0118934291,0.007915099,0.0653809905
2023-09-25,RAM,2023,19,0,0.0286862166,0.0,0.1876537714,0.0490876436,0.0156352496,0.082546349,0.0643748492
2023-10-01,RAM,2023,23,1,0.9544256955,1.0,0.6873953237,0.9171020985,0.985880469,0.8723926784,0.9172728658
2023-10-08,RAM,2023,23,0,0.0347444217,0.0,0.0756824997,0.0206543058,0.0095047659,0.0101331989,0.0660744235
2023-10-15,RAM,2023,9,1,0.9993321135,1.0,0.8869216924,0.9973816276,0.9998907688,0.9992737076,0.9495722055
2023-10-22,RAM,2023,24,0,0.5746007004,0.0,0.4549206567,0.0720497072,0.0189766266,0.0331724209,0.2319685072
2023-10-29,RAM,2023,43,0,3.60143e-05,0.0,0.082041847,0.001764007,5.8369e-06,0.0001898863,0.0642843544
2023-11-05,RAM,2023,20,0,0.0098620465,0.0,0.0477990431,0.010017802,0.0026637605,0.0018962657,0.0643253326
2023-11-19,RAM,2023,16,1,0.8999903555,1.0,0.4104610329,0.7950710058,0.9623607904,0.9776033655,0.9073888063
2023-11-26,RAM,2023,14,1,0.9999215576,1.0,0.9663333333,0.9993102551,0.9999986314,0.9998353395,0.9297510386
2023-12-03,RAM,2023,19,1,0.9926502926,1.0,0.9232876712,0.9928441644,0.9996200167,0.9988357609,0.9519575238
2023-12-10,RAM,2023,37,0,0.0293986977,0.25,0.2078393484,0.0954607427,0.0063715352,0.0677490081,0.0649442449
2023-12-17,RAM,2023,20,1,0.9701122889,1.0,0.9753426662,0.9887259603,0.9935429854,0.9777557414,0.9179860353
2023-12-21,RAM,2023,22,1,0.9873852986,0.6666666667,0.9577145846,0.9819476604,0.995560681,0.9896445307,0.9519630671
2023-12-31,RAM,2023,25,1,0.6433049296,0.5,0.2322279236,0.3004531264,0.9708139801,0.5119226929,0.3335202932
2023-01-07,RAM,2023,20,1,0.9216407395,1.0,0.7626180559,0.8197845817,0.9106725184,0.7704183805,0.9161589742
2023-01-14,RAM,2023,24,0,0.6431348961,1.0,0.8352762739,0.7569229603,0.7652905885,0.558909553,0.9112705588
2023-09-10,RAI,2023,16,1,0.9545993615,1.0,0.8986507937,0.9830183983,0.9951128402,0.982523914,0.9515690207
2023-09-17,RAI,2023,38,0,2.835e-05,0.0,0.0541727941,0.0041791769,0.0013230547,0.0002242958,0.0642843395
2023-09-24,RAI,2023,23,0,0.049523801,0.0,0.0728980926,0.0320282057,0.03100405,0.1096788569,0.0659003928
2023-10-01,RAI,2023,24,0,0.0495812603,0.0,0.2918841725,0.163645491,0.0443893093,0.2275801596,0.0662412643
2023-10-09,RAI,2023,13,1,0.917587678,1.0,0.9466666667,0.7731596828,0.8958661598,0.9450248682,0.9140351415
2023-10-15,RAI,2023,17,1,0.8881026226,0.625,0.8118663231,0.6113887429,0.8397507556,0.7157078506,0.9130823612
2023-10-22,RAI,2023,30,0,0.0002912525,0.0,0.0408325331,0.003714622,0.0011789191,0.0007842678,0.0642851889
2023-10-30,RAI,2023,26,0,0.0003491126,0.0,0.022253265,0.0054575019,0.0005113357,0.0009239518,0.0642841756
2023-11-05,RAI,2023,6,1,0.9999689503,1.0,0.9815821001,0.999417901,0.9999989949,0.9999276284,0.9520110488
2023-11-12,RAI,2023,12,1,0.8001707016,0.5714285714,0.7863791258,0.7965021729,0.8565731903,0.9139694153,0.8590384722
2023-11-19,RAI,2023,20,0,0.0422959612,0.3333333333,0.0972273985,0.0516767018,0.0377004713,0.0439367753,0.0651840717
2023-11-26,RAI,2023,31,0,0.0313040581,0.0,0.1854465302,0.0280089024,0.006518843,0.0021031991,0.0651280582
2023-12-10,RAI,2023,3,0,0.6681706746,0.0,0.3361111111,0.5151366591,0.0522248103,0.3038514591,0.5623819232
2023-12-14,RAI,2023,21,1,0.9998523072,1.0,0.9852448021,0.9984742999,0.9999926941,0.9998032991,0.9520116448
2023-12-25,RAI,2023,14,1,0.1693443122,0.0,0.1828461538,0.1578950435,0.0468716004,0.0917330068,0.0687935576
2023-12-31,RAI,2023,23,0,0.308896056,1.0,0.3445791605,0.3552893996,0.2062009167,0.5497952958,0.2339646816
2023-01-07,RAI,2023,14,1,0.9965696003,1.0,0.9927110799,0.997939527,0.9999173697,0.9994456741,0.9418377876
2023-09-10,MIA,2023,34,1,0.2859789655,1.0,0.5353045462,0.6438263655,0.3765771168,0.4473207466,0.3086039424
2023-09-17,MIA,2023,17,1,0.9852714848,1.0,0.8666124391,0.980832696,0.9971621102,0.9808473794,0.9449214339
2023-09-24,MIA,2023,20,1,0.999999952,1.0,0.9727272727,0.9992275238,0.9999999305,0.9999229439,0.9520130754
2023-10-01,MIA,2023,48,0,2.77528e-05,0.0,0.1925468478,0.009394343,0.0009717182,6.35882e-05,0.0642843395
2023-10-08,MIA,2023,16,1,0.9957937833,1.0,0.95,0.9981947541,0.9999925958,0.9957763917,0.9519516826
2023-10-15,MIA,2023,21,1,0.9997329975,1.0,0.9593278137,0.9963764548,0.9999570295,0.9993585604,0.9520127773
2023-10-22,MIA,2023,31,0,0.0001900451,0.0,0.0405762008,0.0084675057,0.0010210097,0.0005067326,0.0642846078
2023-10-29,MIA,2023,17,1,0.9962790253,1.0,0.8604820325,0.9985028505,0.9999882961,0.9997688952,0.95078969
2023-11-05,MIA,2023,21,0,0.3146187085,0.0,0.3938632458,0.1161603257,0.1432626798,0.049765599,0.09463799
2023-11-19,MIA,2023,13,1,0.9778815428,1.0,0.9668625147,0.9942258,0.9996342445,0.9908353086,0.9518682957
2023-11-24,MIA,2023,13,1,0.9976728181,1.0,0.9561515612,0.9960824251,0.9999311436,0.9985604021,0.9182986617
2023-12-03,MIA,2023,15,1,0.9999974732,1.0,1.0,0.9997854829,0.9999999833,0.9999242327,0.9520130754
2023-12-11,MIA,2023,28,0,0.0351552313,0.0,0.3305491015,0.2278402299,0.0084448655,0.0108382835,0.0649690032
2023-12-17,MIA,2023,0,1,0.9999892165,1.0,0.9994047619,0.999501586,0.9999999703,0.9999531316,0.9518226385
2023-12-24,MIA,2023,20,1,0.4099783921,1.0,0.3173122486,0.3154271245,0.2205539736,0.1969182038,0.6996694803
2023-12-31,MIA,2023,56,0,1.9e-07,0.0,0.0466137907,0.0019038065,6.7712e-06,4.84918e-05,0.0642843395
2023-01-07,MIA,2023,21,0,0.0627648278,0.0,0.1309983511,0.0953552201,0.024535429,0.0112956785,0.0647285059
2023-01-13,MIA,2023,26,0,0.004573942,0.0,0.042885545,0.0016924234,6.69274e-05,0.0014371485,0.0643020123
2023-09-10,MIN,2023,20,0,0.2883760342,1.0,0.5494941399,0.6734344363,0.6909297713,0.6164862331,0.3870912492
2023-09-14,MIN,2023,34,0,0.0099070843,0.0,0.3881879253,0.0568140931,0.0029435262,0.0269502037,0.1073910445
2023-09-24,MIN,2023,28,0,0.0856838269,0.0,0.129767484,0.1676178873,0.2088119936,0.3878727265,0.1118911654
2023-10-01,MIN,2023,13,1,0.8234619896,1.0,0.5397885338,0.551646173,0.1346207274,0.6844471293,0.7786952853
2023-10-08,MIN,2023,27,0,0.0213638884,0.0,0.0607973037,0.0236979593,0.0726192172,0.0541755418,0.0658340678
2023-10-15,MIN,2023,13,1,0.5447936016,0.0,0.5903824076,0.3195773959,0.1149432929,0.6303426669,0.8213654757
2023-10-23,MIN,2023,17,1,0.9079738772,1.0,0.8341244195,0.9684433937,0.9859219637,0.8773166456,0.9512703419
2023-10-29,MIN,2023,10,1,0.9996305217,1.0,0.9899111415,0.9989011288,0.9999979131,0.9993755283,0.9520110488
2023-11-05,MIN,2023,28,1,0.1965218983,0.5,0.2739754321,0.5395876169,0.5794470884,0.5422630878,0.1677261144
2023-11-12,MIN,2023,19,1,0.9863530629,1.0,0.9488695054,0.9827839136,0.9918952471,0.9920104805,0.9203317165
2023-11-19,MIN,2023,21,0,0.8048309444,1.0,0.56522117,0.7230033278,0.9172855829,0.8298451554,0.8977741003
2023-11-27,MIN,2023,12,0,0.2481546124,1.0,0.4731653376,0.2113968879,0.5326477511,0.4393982362,0.1376205683
2023-12-10,MIN,2023,0,1,0.9690943483,0.0,0.4660281385,0.6514957547,0.8663502877,0.8887216559,0.9154923558
2023-12-16,MIN,2023,27,0,0.3369119888,0.0,0.4462792134,0.4137866795,0.1926948479,0.5511253338,0.252297461
2023-12-24,MIN,2023,30,0,0.030744607,0.0,0.0515919059,0.0289792269,0.018810786,0.0985240692,0.1079715863
2023-12-31,MIN,2023,33,0,8.78167e-05,0.0,0.0668320061,0.0024817644,0.001944877,0.0004332781,0.0642843768
2023-01-07,MIN,2023,30,0,0.018968608,0.0,0.23695019,0.0224737655,0.0294321396,0.0192761277,0.0649399385
2023-09-10,NWE,2023,25,0,0.0705469133,0.8571428571,0.1799001304,0.0448860042,0.0216606595,0.0568161793,0.113386251
2023-09-17,NWE,2023,24,0,0.0252887826,0.0,0.1804585929,0.0764051601,0.1110774476,0.074561521,0.0658834055
2023-09-24,NWE,2023,10,1,0.9947380787,1.0,0.8911400232,0.9729507565,0.9899340843,0.9380243285,0.9181533456
2023-10-01,NWE,2023,38,0,4.2937e-06,0.0,0.0043902078,0.0011488666,8.9038e-06,4.59052e-05,0.0642843395
2023-10-08,NWE,2023,34,0,2.0089e-06,0.0,0.0036759221,0.0019538167,1.4906e-06,7.41826e-05,0.0642843395
2023-10-15,NWE,2023,21,0,0.1007720427,0.0,0.5820010904,0.4600273669,0.1836868124,0.1938862439,0.0751025081
2023-10-22,NWE,2023,25,1,0.6897748889,1.0,0.9329426513,0.8896123767,0.9510500049,0.9010191071,0.9349389672
2023-10-29,NWE,2023,31,0,0.0019895958,0.0,0.0325667589,0.0033896237,0.0010578231,0.0088696775,0.0642927885
2023-11-05,NWE,2023,20,0,0.2329147542,1.0,0.4533615014,0.2001856416,0.0944411848,0.4377646996,0.1163079292
2023-11-12,NWE,2023,10,0,0.3402153092,1.0,0.3591666667,0.6138194203,0.372839523,0.1069379313,0.0994071066
2023-11-26,NWE,2023,10,0,0.6865445368,1.0,0.6917032967,0.8373434544,0.8043357778,0.3694798588,0.5653600693
2023-12-03,NWE,2023,6,0,0.8451705608,0.0,0.3189393939,0.4819306433,0.2642935319,0.2057955103,0.8241763115
2023-12-07,NWE,2023,18,1,0.9557417161,1.0,0.8485042735,0.7726348639,0.8390075407,0.8763024139,0.9481098652
2023-12-17,NWE,2023,27,0,0.0073396126,0.0,0.0727457542,0.0036129204,0.0006537721,0.0093587008,0.064348869
2023-12-24,NWE,2023,23,1,0.2414031624,0.0,0.6316944269,0.3457630873,0.5574410936,0.193860546,0.1375165731
2023-12-31,NWE,2023,27,0,0.012823445,0.0,0.1679784541,0.0088658519,0.0068326932,0.0015868062,0.0643022507
2023-01-07,NWE,2023,17,0,0.0021229946,0.0,0.0,0.015413519,0.0001200455,0.0075488439,0.0590614341
2023-09-10,NOR,2023,15,1,0.5554401328,0.0,0.482545803,0.4845461249,0.4788400877,0.53186972,0.7079375386
2023-09-18,NOR,2023,17,1,0.7791959671,1.0,0.562196899,0.9010568857,0.8082819987,0.8791643495,0.8579160571
2023-09-24,NOR,2023,18,0,0.0907057848,0.0,0.2957344332,0.057548739,0.0356688679,0.0527806726,0.0688415691
2023-10-01,NOR,2023,26,0,0.0003416564,0.0,0.0020026568,0.001879342,0.0004670722,0.0006524046,0.0642853007
2023-10-08,NOR,2023,0,1,0.9999987731,1.0,0.9844544973,0.9997686744,0.999999907,0.9999750613,0.9183085561
2023-10-15,NOR,2023,20,0,0.1026691778,0.0,0.4186771802,0.0548612736,0.0298280172,0.0145318987,0.1325965822
2023-10-19,NOR,2023,31,0,0.0230344288,0.0,0.1282142954,0.0303443857,0.035226783,0.0135824257,0.0652486458
2023-10-29,NOR,2023,27,1,0.9991373238,1.0,0.9553603512,0.9925017357,0.9997424032,0.9983357042,0.9520112276
2023-11-05,NOR,2023,17,1,0.9679797353,1.0,0.9526710835,0.9827967882,0.9814799233,0.991090495,0.951700151
2023-11-12,NOR,2023,27,0,0.0048534548,0.0,0.0094845774,0.008789015,0.022120282,0.0110532958,0.0643161237
2023-11-26,NOR,2023,24,0,0.0193282716,0.0,0.2446222465,0.1279975474,0.1352659664,0.0012066482,0.0647804365
2023-12-03,NOR,2023,33,0,0.5125464352,0.0,0.3580083213,0.1379904896,0.4285425416,0.091500275,0.2068666667
2023-12-10,NOR,2023,6,1,0.997271679,1.0,0.6075959129,0.9771121144,0.9991200644,0.997667099,0.9182989597
2023-12-17,NOR,2023,6,1,0.9999402973,1.0,0.9986595174,0.9990930557,0.9999998936,0.999917996,0.9520115852
2023-12-21,NOR,2023,30,0,0.0319946523,0.0,0.396430509,0.0212746989,0.0159008189,0.0167381258,0.1096944958
2023-12-31,NOR,2023,13,1,0.9903666681,1.0,0.9656812993,0.9976165295,0.9990932016,0.9968153871,0.9182618856
2023-01-07,NOR,2023,17,1,0.9999780034,1.0,0.99375,0.999694705,0.9999999504,0.9999626841,0.9520116448
2023-09-10,NYG,2023,40,0,3.395e-07,0.0,0.0,0.0015035312,4.9764e-06,4.53348e-05,0.0590600222
2023-09-17,NYG,2023,28,1,0.6348126543,0.0,0.7107133686,0.9349896312,0.9473189993,0.901519509,0.8973436356
2023-09-21,NYG,2023,30,0,8.20212e-05,0.0,0.1203155819,0.0049722497,0.000590317,0.0007069245,0.0642843768
2023-10-02,NYG,2023,24,0,5.88259e-05,0.0,0.0473255814,0.007751124,0.0004561165,0.00174504,0.0642843768
2023-10-08,NYG,2023,31,0,0.000213503,0.0,0.2668325077,0.0117073124,0.0014091468,0.0003949726,0.0642848387
2023-10-15,NYG,2023,14,0,0.20319028,0.0,0.401300191,0.1698902845,0.0438800166,0.0732075631,0.1466655284
2023-10-22,NYG,2023,7,1,0.9986945633,1.0,0.8440692641,0.9933979511,0.9850396583,0.9921487556,0.9520038962
2023-10-29,NYG,2023,13,0,0.8538248115,1.0,0.6631840017,0.5824129581,0.8183523066,0.5015630322,0.8887140155
2023-11-05,NYG,2023,30,0,0.0001030605,0.0,0.0033744048,0.0010150215,1.12657e-05,0.0001938909,0.0642843768
2023-11-12,NYG,2023,49,0,3.671e-07,0.0,0.0496179655,0.0009991084,4.94375e-05,0.0002379356,0.0642843395
2023-11-19,NYG,2023,19,1,0.8097967885,0.0,0.922676311,0.9769980907,0.9988997178,0.9629912946,0.9351837039
2023-11-26,NYG,2023,7,1,0.9344084292,1.0,0.7401075269,0.973528266,0.9411023724,0.9798660044,0.9229963422
2023-12-11,NYG,2023,22,1,0.9409985224,1.0,0.8183273578,0.8821520805,0.9609725001,0.893876099,0.9159165621
2023-12-17,NYG,2023,24,0,0.0003328502,0.0,0.0041129648,0.0048574591,5.30691e-05,0.0019135565,0.0642847717
2023-12-25,NYG,2023,33,0,0.0065921899,0.0,0.130350709,0.0068409294,0.0045343922,0.0049441633,0.0643191263
2023-12-31,NYG,2023,26,0,0.0155099232,0.0,0.1054465358,0.0203252118,0.0052517782,0.0082406816,0.0644574836
2023-01-07,NYG,2023,10,1,0.9992271136,1.0,0.8834266206,0.998883903,0.9999935559,0.9995169306,0.9520120025
2023-09-11,NYJ,2023,16,1,0.4029005256,0.0,0.4156349824,0.5235735774,0.4281975418,0.4855312657,0.1831200272
2023-09-17,NYJ,2023,30,0,0.0001734784,0.0,0.0392569391,0.0016774955,7.82676e-05,0.0027613542,0.0642843768
2023-09-24,NYJ,2023,15,0,0.4483230567,1.0,0.3925595436,0.1465710402,0.2461816238,0.753372035,0.2363768816
2023-10-01,NYJ,2023,23,0,0.096656178,0.0,0.5332261112,0.0756209791,0.1213767518,0.0339320965,0.0728703663
2023-10-08,NYJ,2023,21,1,0.1436103115,1.0,0.5286313654,0.5477238297,0.4928524522,0.0884576742,0.0696004629
2023-10-15,NYJ,2023,14,1,0.4430308677,1.0,0.2458710407,0.0991611704,0.1970473116,0.5247509237,0.4246837795
2023-10-29,NYJ,2023,10,1,0.8579745222,1.0,0.6775659069,0.8732230663,0.9527296267,0.8402937711,0.8030369878
2023-11-06,NYJ,2023,27,0,0.0001494744,0.0,0.0812445003,0.0021234166,0.0002687238,0.0014442738,0.0642844886
