Season,Team,Date,target,OT,points_scored,points_allowed,pass_yards,pass_touchdowns,interceptions,sacks,pass_yards_per_attempt,pass_completion_ratio,Rate,rush_yards_per_attempt,rush_touchdowns,punts,time_of_possession,extra_points_ratio,field_goal_ratio,third_down_ratio,fourth_down_ratio
2023,DET,2023-11-19,1,0,31,26,223,2,3,2,6.7,65.7,66.7,5.2,2,2,1176,1.0,0.0,0.7272727272727273,0.0
2023,DET,2023-11-23,0,0,22,29,324,2,0,3,7.5,65.9,102.8,4.5,1,2,1916,0.0,0.0,0.4666666666666667,0.2
2023,DET,2023-12-03,1,0,33,28,205,2,0,1,8.5,64.0,116.2,4.7,2,5,1670,1.0,1.0,0.46153846153846156,0.0
2023,DET,2023-12-10,0,0,13,28,127,1,2,4,4.6,57.1,50.5,5.8,1,4,1601,0.5,0.0,0.4,0.2
2023,DET,2023-12-16,1,0,42,17,263,5,0,2,8.2,70.6,132.7,6.6,1,4,1878,1.0,0.0,0.5,1.0
2023,DET,2023-12-24,1,0,30,24,246,1,0,1,6.4,75.0,98.5,4.0,3,3,2302,0.75,1.0,0.5,1.0
2023,DET,2023-12-30,0,0,19,20,295,1,2,1,8.6,57.1,70.5,4.0,1,4,1836,1.0,1.0,0.3076923076923077,0.6666666666666666
2023,DET,2023-01-07,1,0,30,20,311,2,0,1,10.0,71.9,123.3,3.0,2,5,1501,0.75,1.0,0.1111111111111111,1.0
2023,DET,2023-01-14,1,0,24,23,255,1,0,3,10.3,81.5,118.4,3.2,2,3,1795,1.0,1.0,0.3333333333333333,1.0
2023,DET,2023-01-21,1,0,31,23,277,2,0,2,6.7,69.8,102.6,4.4,2,5,1920,1.0,1.0,0.42857142857142855,1.0
2023,DET,2023-01-28,0,0,31,34,260,1,0,2,6.7,61.0,87.4,6.3,3,2,1668,1.0,1.0,0.5,0.3333333333333333
2023,GNB,2023-09-10,1,0,38,20,237,3,0,1,9.1,55.6,122.0,2.9,1,5,1757,1.0,1.0,0.5625,0.5
2023,GNB,2023-09-17,0,0,24,25,140,3,0,1,6.0,56.0,111.7,4.0,0,4,1425,1.0,1.0,0.3333333333333333,0.0
2023,GNB,2023-09-24,1,0,18,17,245,1,1,1,5.9,50.0,65.1,3.7,1,4,1955,1.0,1.0,0.4444444444444444,0.3333333333333333
2023,GNB,2023-09-28,0,0,20,34,203,1,2,5,6.8,63.9,64.9,2.3,1,5,1322,0.0,1.0,0.2727272727272727,1.0
2023,GNB,2023-10-09,0,0,13,17,175,0,3,2,6.1,53.3,31.2,4.4,1,4,1646,1.0,1.0,0.3333333333333333,1.0
2023,GNB,2023-10-22,0,0,17,19,194,2,1,0,6.1,68.8,92.4,4.7,0,3,1897,1.0,0.5,0.42857142857142855,1.0
2023,GNB,2023-10-29,0,0,10,24,196,1,1,4,5.6,58.5,68.8,4.4,0,4,1418,1.0,1.0,0.35714285714285715,0.25
2023,GNB,2023-11-05,1,0,20,3,207,1,0,4,8.8,76.9,112.2,4.8,1,4,2116,1.0,0.6666666666666666,0.5,1.0
2023,GNB,2023-11-12,0,0,19,23,283,2,2,1,7.2,52.5,71.1,4.8,0,4,1767,0.5,1.0,0.5,1.0
2023,GNB,2023-11-19,1,0,23,20,295,2,0,3,8.1,67.5,105.7,3.6,1,4,1918,0.6666666666666666,0.5,0.5,0.0
2023,GNB,2023-11-23,1,0,29,22,268,3,0,0,8.4,68.8,125.5,5.0,0,4,1684,0.6666666666666666,0.5,0.45454545454545453,0.0
2023,GNB,2023-12-03,1,0,27,19,253,3,0,2,7.4,69.4,117.0,5.2,0,2,1832,1.0,1.0,0.5,1.0
2023,GNB,2023-12-11,0,0,22,24,203,1,1,2,5.6,64.1,75.1,4.9,1,3,1866,1.0,0.75,0.35714285714285715,1.0
2023,GNB,2023-12-17,0,0,20,34,261,2,0,2,7.3,74.4,109.0,3.5,0,2,1853,1.0,1.0,0.5,0.0
2023,GNB,2023-12-24,1,0,33,30,207,2,0,1,7.8,60.7,107.3,4.8,2,3,1719,0.75,1.0,0.5714285714285714,0.0
2023,GNB,2023-12-31,1,0,33,10,293,3,0,0,8.6,73.5,128.7,4.5,1,2,2252,0.75,1.0,0.6428571428571429,0.0
2023,GNB,2023-01-07,1,0,17,9,308,2,0,1,9.9,84.4,127.6,4.6,0,0,1884,1.0,0.5,0.7,0.0
2023,GNB,2023-01-14,1,0,48,32,272,3,0,0,13.0,76.2,157.2,4.3,3,3,1735,0.8571428571428571,0.0,0.6,1.0
2023,GNB,2023-01-20,0,0,21,24,194,2,2,0,5.7,61.8,72.4,4.9,0,1,1819,1.0,0.6666666666666666,0.5384615384615384,0.0
2023,HTX,2023-09-10,0,0,9,25,196,0,0,5,5.5,63.6,73.7,3.1,0,4,1745,0.0,1.0,0.3888888888888889,0.25
2023,HTX,2023-09-17,0,0,20,31,337,2,0,6,8.2,63.8,99.3,2.0,0,3,2098,1.0,0.6666666666666666,0.47368421052631576,1.0
2023,HTX,2023-09-24,1,0,37,17,280,2,0,0,9.3,66.7,118.7,3.3,1,4,1677,1.0,1.0,0.6,0.0
2023,HTX,2023-10-01,1,0,30,6,312,3,0,0,10.1,54.8,122.0,3.7,0,3,1955,1.0,1.0,0.5,0.0
2023,HTX,2023-10-08,0,0,19,21,249,1,0,0,7.1,57.1,88.9,2.8,0,6,1468,1.0,1.0,0.3076923076923077,0.0
2023,HTX,2023-10-15,1,0,20,13,177,2,1,2,7.4,48.1,78.8,3.9,0,5,1707,1.0,1.0,0.36363636363636365,0.0
2023,HTX,2023-10-29,0,0,13,15,119,0,0,2,5.8,66.7,78.3,3.7,2,6,1771,1.0,0.0,0.4166666666666667,1.0
2023,HTX,2023-11-05,1,0,39,37,443,5,0,3,11.2,71.4,145.1,3.1,0,3,1720,1.0,1.0,0.2727272727272727,1.0
2023,HTX,2023-11-12,1,0,30,27,356,1,1,1,9.1,59.0,87.1,5.5,2,4,1890,1.0,1.0,0.3076923076923077,0.0
2023,HTX,2023-11-19,1,0,21,16,308,2,3,4,8.9,73.7,81.9,4.4,1,2,1875,1.0,0.0,0.6923076923076923,0.0
2023,HTX,2023-11-26,0,0,21,24,261,2,0,4,8.4,72.2,111.0,5.1,1,4,1566,1.0,0.0,0.46153846153846156,0.0
2023,HTX,2023-12-03,1,0,22,17,264,1,0,5,10.4,60.7,103.9,3.0,1,7,1984,1.0,1.0,0.25,1.0
2023,HTX,2023-12-10,0,0,6,30,54,0,0,5,3.4,39.3,47.3,4.3,1,8,1375,0.0,0.0,0.08333333333333333,0.0
2023,HTX,2023-12-17,1,1,19,16,192,1,1,4,6.4,63.9,75.2,4.6,0,6,2192,1.0,1.0,0.26666666666666666,1.0
2023,HTX,2023-12-24,0,0,22,36,178,2,2,3,4.3,53.1,58.0,4.5,0,6,1586,1.0,0.0,0.3333333333333333,0.3333333333333333
2023,HTX,2023-12-31,1,0,26,3,201,1,0,1,6.7,75.0,101.2,4.0,0,3,1991,1.0,1.0,0.2727272727272727,0.0
2023,HTX,2023-01-06,1,0,23,19,246,2,0,2,10.2,76.9,131.2,2.1,1,6,1758,0.6666666666666666,1.0,0.38461538461538464,0.0
2023,HTX,2023-01-13,1,0,45,14,280,3,0,0,12.7,77.3,158.1,3.5,1,4,1474,1.0,1.0,0.25,0.0
2023,HTX,2023-01-20,0,0,10,34,175,0,0,0,5.3,57.6,72.2,2.7,0,5,1345,1.0,0.5,0.3333333333333333,0.0
2023,CLT,2023-09-10,0,0,21,31,215,1,1,4,5.7,61.5,74.2,2.5,1,5,1583,1.0,0.0,0.16666666666666666,0.2
2023,CLT,2023-09-17,1,0,31,20,227,1,0,0,6.9,75.8,104.0,5.5,3,5,1502,1.0,1.0,0.5,0.0
2023,CLT,2023-09-24,1,1,22,19,188,1,0,5,5.2,61.4,78.6,4.0,0,7,2193,1.0,1.0,0.36363636363636365,0.0
2023,CLT,2023-10-01,0,1,23,29,196,2,0,2,8.0,44.0,98.1,4.3,1,4,1465,1.0,0.0,0.3,0.5
2023,CLT,2023-10-08,1,0,23,16,236,0,0,1,9.7,76.9,104.0,5.7,2,1,1863,1.0,1.0,0.6153846153846154,0.0
2023,CLT,2023-10-15,0,0,20,37,310,1,3,3,6.0,60.0,58.9,2.6,1,3,1879,1.0,1.0,0.35294117647058826,0.5
2023,CLT,2023-10-22,0,0,38,39,288,2,1,4,13.3,65.2,119.4,4.2,3,5,1951,1.0,0.5,0.4666666666666667,0.0
2023,CLT,2023-10-29,0,0,27,38,207,2,1,2,5.2,56.1,76.0,6.8,1,5,1791,1.0,1.0,0.4375,1.0
2023,CLT,2023-11-05,1,0,27,13,120,1,0,1,4.9,65.4,88.6,2.6,0,5,1731,1.0,1.0,0.3076923076923077,0.0
2023,CLT,2023-11-12,1,0,10,6,194,0,1,0,6.9,64.3,69.6,2.7,1,5,1535,1.0,0.5,0.38461538461538464,1.0
2023,CLT,2023-11-26,1,0,27,20,239,0,1,2,6.1,58.5,65.0,5.7,3,2,1881,1.0,0.6666666666666666,0.18181818181818182,0.75
2023,CLT,2023-12-03,1,1,31,28,300,2,0,3,7.4,61.9,99.3,2.4,0,5,1743,1.0,1.0,0.21428571428571427,1.0
2023,CLT,2023-12-10,0,0,14,34,226,1,1,3,6.2,66.7,79.6,2.6,0,4,1688,0.0,0.0,0.2727272727272727,0.5
2023,CLT,2023-12-16,1,0,30,13,202,3,0,3,7.7,64.3,121.4,5.0,0,2,2000,1.0,0.6,0.4,0.5
2023,CLT,2023-12-24,0,0,10,29,170,0,1,6,5.4,54.1,55.0,3.7,1,4,1836,1.0,1.0,0.35714285714285715,0.3333333333333333
2023,CLT,2023-12-31,1,0,23,20,215,1,0,1,9.7,65.2,109.9,4.6,1,3,1576,1.0,1.0,0.46153846153846156,1.0
2023,CLT,2023-01-06,0,0,19,23,133,0,0,1,5.9,54.2,70.3,6.1,1,4,1842,0.0,0.75,0.09090909090909091,0.0
2023,JAX,2023-09-10,1,0,31,21,237,2,1,2,7.5,75.0,103.3,3.0,2,5,2017,1.0,1.0,0.25,0.3333333333333333
2023,JAX,2023-09-17,0,0,9,17,197,0,0,4,5.1,54.8,67.3,4.1,0,5,1691,0.0,1.0,0.25,0.0
2023,JAX,2023-09-24,0,0,17,37,288,1,1,0,6.9,69.0,86.2,4.3,1,2,1923,1.0,0.3333333333333333,0.38461538461538464,0.0
2023,JAX,2023-10-01,1,0,23,7,195,1,0,2,6.9,76.7,104.2,3.3,0,3,1971,1.0,1.0,0.35714285714285715,0.5
2023,JAX,2023-10-08,1,0,25,20,278,1,0,5,8.5,67.6,98.7,4.9,2,5,2292,1.0,1.0,0.5555555555555556,0.0
2023,JAX,2023-10-15,1,0,37,20,148,2,1,3,6.0,66.7,86.5,2.9,2,4,1721,1.0,1.0,0.2857142857142857,1.0
2023,JAX,2023-10-19,1,0,31,24,217,1,0,0,7.2,70.0,101.7,4.3,2,5,1430,1.0,1.0,0.18181818181818182,0.5
2023,JAX,2023-10-29,1,0,20,10,271,1,1,3,9.1,75.0,97.3,3.5,0,3,2056,0.0,1.0,0.46153846153846156,0.0
2023,JAX,2023-11-12,0,0,3,34,162,0,2,5,5.9,56.3,44.0,3.5,0,5,1609,0.0,1.0,0.3333333333333333,0.0
2023,JAX,2023-11-19,1,0,34,14,261,2,0,1,8.2,75.0,119.4,3.6,2,2,2186,1.0,1.0,0.3333333333333333,0.75
2023,JAX,2023-11-26,1,0,24,21,364,1,1,0,9.6,60.5,90.2,2.7,1,2,2034,1.0,0.75,0.5384615384615384,0.0
2023,JAX,2023-12-04,0,1,31,34,305,2,0,4,8.2,79.5,116.3,2.8,2,5,2052,1.0,0.5,0.4,1.0
2023,JAX,2023-12-10,0,0,27,31,235,3,3,4,5.1,56.0,63.3,2.9,1,7,1691,1.0,0.0,0.4117647058823529,0.0
2023,JAX,2023-12-17,0,0,7,23,258,1,0,1,6.1,58.1,83.3,4.4,0,3,1541,1.0,0.0,0.23076923076923078,0.6666666666666666
2023,JAX,2023-12-24,0,0,12,30,268,2,2,4,6.9,63.6,76.7,2.8,0,1,1373,0.0,0.0,0.3333333333333333,0.3333333333333333
2023,JAX,2023-12-31,1,0,26,0,162,0,0,3,7.4,70.8,89.2,4.4,2,3,2009,1.0,1.0,0.4375,1.0
2023,JAX,2023-01-07,0,0,20,28,280,2,2,0,6.5,67.4,81.5,3.6,0,1,1937,1.0,1.0,0.5714285714285714,0.0
2023,KAN,2023-09-07,0,0,20,21,226,2,1,0,5.8,53.8,77.5,3.9,0,5,1642,1.0,1.0,0.35714285714285715,0.0
2023,KAN,2023-09-17,1,0,17,9,298,2,1,1,7.4,70.7,97.4,4.6,0,4,1909,1.0,1.0,0.3076923076923077,1.0
2023,KAN,2023-09-24,1,0,41,10,303,3,2,0,8.0,71.1,98.9,4.1,2,1,2173,1.0,1.0,0.7142857142857143,0.0
2023,KAN,2023-10-01,1,0,23,20,197,1,2,1,6.8,60.0,62.8,5.8,1,2,1929,1.0,1.0,0.5833333333333334,0.0
2023,KAN,2023-10-08,1,0,27,20,266,2,0,2,6.9,75.6,108.4,3.2,1,3,1919,1.0,1.0,0.6,0.0
2023,KAN,2023-10-12,1,0,19,8,293,1,1,2,7.5,73.2,90.8,3.6,0,3,2149,1.0,1.0,0.3076923076923077,0.0
2023,KAN,2023-10-22,1,0,31,17,415,4,1,1,10.1,76.2,128.6,3.2,0,3,1900,1.0,1.0,0.5454545454545454,0.0
2023,KAN,2023-10-29,0,0,9,24,212,0,2,3,6.3,63.2,56.0,3.9,0,2,1573,0.0,1.0,0.3,0.3333333333333333
2023,KAN,2023-11-05,1,0,21,14,174,2,0,2,6.2,66.7,104.0,3.9,0,6,1776,1.0,0.0,0.3,0.0
2023,KAN,2023-11-20,0,0,17,21,168,2,1,1,4.1,55.8,70.7,5.6,0,6,1921,1.0,1.0,0.47058823529411764,0.6666666666666666
2023,KAN,2023-11-26,1,0,31,17,291,2,0,1,8.8,79.4,121.9,3.0,2,4,1845,1.0,1.0,0.45454545454545453,0.0
2023,KAN,2023-12-03,0,0,19,27,189,1,1,3,6.4,63.6,76.5,5.9,1,1,1768,1.0,1.0,0.6363636363636364,0.0
2023,KAN,2023-12-10,0,0,17,20,264,1,1,1,6.3,58.1,74.2,4.6,1,4,1479,1.0,1.0,0.5,0.0
2023,KAN,2023-12-17,1,0,27,17,283,3,2,3,8.1,73.7,98.9,2.2,0,4,1874,1.0,0.6666666666666666,0.38461538461538464,0.0
2023,KAN,2023-12-25,0,0,14,20,223,1,1,4,5.5,62.2,72.7,3.4,1,4,2058,1.0,0.0,0.3125,0.6
2023,KAN,2023-12-31,1,0,25,17,241,1,0,2,8.4,72.4,108.5,6.0,0,1,1543,1.0,1.0,0.25,1.0
2023,KAN,2023-01-07,1,0,13,12,145,0,1,1,5.1,50.0,50.0,4.4,0,6,1625,1.0,1.0,0.375,1.0
2023,KAN,2023-01-13,1,0,26,7,262,1,0,0,6.4,56.1,83.6,4.3,1,3,2045,1.0,1.0,0.4,1.0
2023,KAN,2023-01-21,1,0,27,24,215,2,0,0,9.3,73.9,131.6,6.1,1,1,1377,1.0,1.0,0.2,0.0
2023,KAN,2023-01-28,1,0,17,10,230,1,0,2,6.2,76.9,99.3,2.8,1,6,2250,1.0,1.0,0.4444444444444444,0.5
2023,KAN,2023-02-11,1,1,25,22,325,2,1,3,7.2,73.9,98.6,4.3,0,5,2186,1.0,1.0,0.47368421052631576,1.0
2023,SDG,2023-09-10,0,0,34,36,200,1,0,3,6.9,69.7,95.5,5.8,3,3,1961,1.0,1.0,0.6,0.0
2023,SDG,2023-09-17,0,1,24,27,281,2,0,3,7.4,65.9,101.8,2.9,0,6,1689,1.0,1.0,0.14285714285714285,1.0
2023,SDG,2023-09-24,1,0,28,24,445,4,0,1,9.5,85.4,133.1,2.0,0,3,1607,1.0,0.0,0.45454545454545453,0.5
2023,SDG,2023-10-01,1,0,24,17,150,1,1,2,7.0,54.2,69.8,4.2,2,4,1629,1.0,1.0,0.35714285714285715,0.5
2023,SDG,2023-10-16,0,0,17,20,219,2,1,1,6.1,59.5,83.1,2.3,0,5,1808,1.0,1.0,0.35714285714285715,0.5
2023,SDG,2023-10-22,0,0,17,31,219,1,2,5,8.6,56.7,63.1,5.3,1,5,1700,1.0,1.0,0.42857142857142855,1.0
2023,SDG,2023-10-29,1,0,30,13,298,3,0,0,7.5,77.5,122.7,2.2,0,2,1888,1.0,1.0,0.5384615384615384,0.0
2023,SDG,2023-11-06,1,0,27,6,107,0,0,5,4.5,53.3,61.4,4.0,2,8,1533,1.0,1.0,0.4375,0.0
2023,SDG,2023-11-12,0,0,38,41,323,4,1,0,8.1,67.5,114.9,3.5,1,2,1766,1.0,1.0,0.5,1.0
2023,SDG,2023-11-19,0,0,20,23,244,2,0,2,7.2,58.3,97.5,6.3,0,3,1682,1.0,1.0,0.5,0.0
2023,SDG,2023-11-26,0,0,10,20,193,1,1,3,4.9,65.9,73.4,4.5,0,3,1597,1.0,1.0,0.4666666666666667,0.3333333333333333
2023,SDG,2023-12-03,1,0,6,0,212,0,0,0,5.7,59.5,75.5,1.2,0,8,1730,0.0,1.0,0.3333333333333333,0.0
2023,SDG,2023-12-10,0,0,7,24,207,0,1,6,6.5,52.4,56.3,4.0,1,5,1591,1.0,0.0,0.0,0.16666666666666666
2023,SDG,2023-12-14,0,0,21,63,234,3,1,3,8.0,71.9,110.7,3.3,0,5,1809,1.0,0.0,0.5,0.0
2023,SDG,2023-12-23,0,0,22,24,175,0,0,5,6.5,69.7,82.3,3.6,1,4,1984,1.0,1.0,0.2857142857142857,0.0
2023,SDG,2023-12-31,0,0,9,16,215,0,0,1,5.8,63.2,78.3,3.6,0,4,1574,0.0,0.75,0.18181818181818182,0.5
2023,SDG,2023-01-07,0,0,12,13,235,0,0,3,5.5,59.6,72.6,3.9,0,5,1975,0.0,1.0,0.3684210526315789,0.6666666666666666
2023,RAM,2023-09-10,1,0,30,13,334,0,0,0,8.8,63.2,91.3,2.3,3,1,2363,1.0,0.6,0.6470588235294118,1.0
2023,RAM,2023-09-17,0,0,23,30,297,1,2,1,5.6,61.8,67.0,4.0,1,2,1991,1.0,1.0,0.5,0.5
2023,RAM,2023-09-25,0,0,16,19,221,1,2,6,8.2,54.5,60.3,5.5,0,6,1440,1.0,1.0,0.09090909090909091,1.0
2023,RAM,2023-10-01,1,1,29,23,303,1,1,2,8.0,67.5,87.8,4.6,2,3,2386,1.0,0.6,0.4,1.0
2023,RAM,2023-10-08,0,0,14,23,195,2,0,4,6.0,56.8,89.4,3.9,0,4,1325,1.0,0.0,0.42857142857142855,0.6666666666666666
2023,RAM,2023-10-15,1,0,26,9,203,1,0,3,9.4,62.5,103.3,6.4,1,4,1770,1.0,1.0,0.3333333333333333,0.0
2023,RAM,2023-10-22,0,0,17,24,219,1,1,2,8.0,48.3,70.9,4.4,1,4,1906,0.0,0.3333333333333333,0.5625,0.0
2023,RAM,2023-10-29,0,0,20,43,188,1,1,2,6.4,56.3,70.8,3.8,1,5,1472,0.0,1.0,0.3076923076923077,0.5
2023,RAM,2023-11-05,0,0,3,20,119,0,1,1,4.6,46.4,43.6,2.6,0,5,1484,0.0,0.5,0.35714285714285715,0.0
2023,RAM,2023-11-19,1,0,17,16,185,1,1,1,6.1,54.8,70.0,3.0,1,5,1674,1.0,1.0,0.2222222222222222,0.0
2023,RAM,2023-11-26,1,0,37,14,229,4,1,0,6.9,75.8,121.1,6.9,1,2,2092,0.8,0.5,0.5,1.0
2023,RAM,2023-12-03,1,0,36,19,279,3,0,0,7.5,59.5,110.1,4.8,1,5,1557,1.0,0.6666666666666666,0.3333333333333333,0.0
2023,RAM,2023-12-10,0,1,31,37,282,3,0,2,7.2,56.1,101.9,4.3,0,6,2075,1.0,1.0,0.375,0.0
2023,RAM,2023-12-17,1,0,28,20,249,2,0,3,7.8,75.8,116.9,5.3,1,3,2153,1.0,0.6666666666666666,0.5625,0.0
2023,RAM,2023-12-21,1,0,30,22,325,2,0,1,9.6,70.6,120.3,4.2,1,2,2058,1.0,0.75,0.3333333333333333,1.0
2023,RAM,2023-12-31,1,0,26,25,286,1,2,4,9.3,70.6,81.2,4.6,3,5,1811,0.5,0.0,0.25,0.0
2023,RAM,2023-01-07,1,0,21,20,149,2,1,2,6.8,70.8,97.4,3.0,1,2,1860,0.5,0.0,0.6,0.75
2023,RAM,2023-01-14,0,0,23,24,357,2,0,2,10.2,69.4,119.8,4.0,0,2,1805,1.0,1.0,0.3333333333333333,1.0
2023,RAI,2023-09-10,1,0,17,16,200,2,1,0,7.7,76.9,107.9,2.1,0,1,1672,1.0,1.0,0.45454545454545453,1.0
2023,RAI,2023-09-17,0,0,10,38,185,1,2,0,7.7,66.7,68.9,3.7,0,3,1196,1.0,1.0,0.42857142857142855,0.0
2023,RAI,2023-09-24,0,0,18,23,293,2,3,4,7.4,63.6,69.6,3.6,0,5,1797,1.0,1.0,0.3076923076923077,0.5
2023,RAI,2023-10-01,0,0,17,24,188,0,1,7,6.1,61.5,62.8,3.3,2,5,1971,1.0,1.0,0.09090909090909091,1.0
2023,RAI,2023-10-09,1,0,17,13,183,1,1,4,6.7,71.0,83.1,3.3,1,4,1954,1.0,0.3333333333333333,0.38461538461538464,1.0
2023,RAI,2023-10-15,1,0,21,17,264,1,1,0,8.3,62.5,85.9,2.5,0,2,1932,1.0,1.0,0.5,0.0
2023,RAI,2023-10-22,0,0,12,30,196,1,3,1,4.5,60.0,49.9,2.8,0,2,1554,0.0,0.6666666666666666,0.2222222222222222,1.0
2023,RAI,2023-10-30,0,0,14,26,77,0,1,6,6.0,47.6,37.2,4.4,1,5,1227,1.0,0.0,0.1111111111111111,0.0
2023,RAI,2023-11-05,1,0,30,6,209,0,0,0,8.4,64.0,90.2,3.7,3,5,1736,1.0,1.0,0.35714285714285715,0.0
2023,RAI,2023-11-12,1,0,16,12,126,1,1,3,5.7,59.3,67.8,4.6,0,5,1818,1.0,1.0,0.3333333333333333,1.0
2023,RAI,2023-11-19,0,0,13,20,260,1,3,2,6.6,58.5,54.9,2.3,0,6,1665,1.0,1.0,0.2857142857142857,0.0
2023,RAI,2023-11-26,0,0,17,31,235,1,0,1,7.3,67.6,97.1,5.3,1,3,1755,1.0,0.5,0.5,0.0
2023,RAI,2023-12-10,0,0,0,3,146,0,1,4,5.3,65.6,62.8,3.3,0,8,1669,0.0,0.0,0.21428571428571427,1.0
2023,RAI,2023-12-14,1,0,63,21,254,5,0,1,7.2,61.1,122.0,4.8,2,6,1791,1.0,0.0,0.5625,0.0
2023,RAI,2023-12-25,1,0,20,14,48,0,0,2,3.0,42.9,50.3,5.4,0,6,1542,0.0,1.0,0.25,0.0
2023,RAI,2023-12-31,0,0,20,23,286,2,0,2,6.4,63.8,94.8,3.4,0,5,2024,1.0,1.0,0.3333333333333333,1.0
2023,RAI,2023-01-07,1,0,27,14,230,2,0,3,7.6,62.5,104.9,4.2,1,4,1836,1.0,1.0,0.5384615384615384,0.0
2023,MIA,2023-09-10,1,0,36,34,466,3,1,0,10.4,62.2,110.0,3.5,1,1,1639,0.75,1.0,0.4444444444444444,1.0
2023,MIA,2023-09-17,1,0,24,17,244,1,1,1,8.3,70.0,91.5,4.8,2,3,1819,1.0,0.3333333333333333,0.4,0.0
2023,MIA,2023-09-24,1,0,70,20,376,5,0,0,13.4,89.3,158.3,8.1,5,1,2001,1.0,0.0,0.5555555555555556,0.3333333333333333
2023,MIA,2023-10-01,0,0,20,48,251,1,1,4,8.1,71.4,89.1,7.5,2,3,1778,1.0,0.0,0.3,0.0
2023,MIA,2023-10-08,1,0,31,16,302,2,2,1,10.3,73.3,99.6,9.7,2,2,1441,1.0,1.0,0.375,0.0
2023,MIA,2023-10-15,1,0,42,21,262,3,1,0,8.2,65.6,109.1,4.9,3,4,1756,1.0,0.0,0.5384615384615384,0.0
2023,MIA,2023-10-22,0,0,17,31,199,1,1,4,6.8,71.9,85.3,3.8,0,3,1397,1.0,1.0,0.36363636363636365,0.0
2023,MIA,2023-10-29,1,0,31,17,312,3,1,2,7.2,66.7,99.5,3.0,1,3,2155,1.0,1.0,0.35714285714285715,1.0
2023,MIA,2023-11-05,0,0,14,21,175,1,0,3,5.7,61.8,84.8,5.6,1,7,1824,1.0,0.0,0.25,0.0
2023,MIA,2023-11-19,1,0,20,13,323,2,1,1,8.3,71.8,102.8,3.5,0,3,1935,1.0,0.6666666666666666,0.2727272727272727,0.0
2023,MIA,2023-11-24,1,0,34,13,228,1,2,2,8.1,70.0,75.4,4.5,2,1,2141,1.0,1.0,0.6875,0.0
2023,MIA,2023-12-03,1,0,45,15,283,2,0,0,11.3,76.0,139.2,3.6,3,3,1936,1.0,1.0,0.5384615384615384,1.0
2023,MIA,2023-12-11,0,0,27,28,208,0,0,5,7.3,69.7,86.4,5.1,2,5,1944,1.0,0.6666666666666666,0.3076923076923077,0.0
2023,MIA,2023-12-17,1,0,30,0,213,1,0,3,8.8,88.5,113.6,2.8,2,4,2181,1.0,1.0,0.4,1.0
2023,MIA,2023-12-24,1,0,22,20,284,1,0,1,7.9,64.9,97.1,3.5,0,2,1738,1.0,1.0,0.46153846153846156,0.0
2023,MIA,2023-12-31,0,0,19,56,221,2,2,3,6.2,57.9,70.2,6.2,0,3,1777,1.0,1.0,0.4,0.5
2023,MIA,2023-01-07,0,0,14,21,167,1,2,1,6.4,63.0,61.8,5.4,1,5,1313,1.0,0.0,0.4,0.0
2023,MIA,2023-01-13,0,0,7,26,188,1,1,2,5.1,51.3,62.8,4.2,0,4,1555,1.0,0.0,0.08333333333333333,0.5
2023,MIN,2023-09-10,0,0,17,20,328,2,1,2,7.8,75.0,101.3,2.4,0,5,1761,1.0,1.0,0.42857142857142855,0.0
2023,MIN,2023-09-14,0,0,28,34,346,4,0,2,8.3,70.5,123.9,3.1,0,3,1232,1.0,0.0,0.6,1.0
2023,MIN,2023-09-24,0,0,24,28,345,3,1,4,7.3,64.0,95.8,5.4,0,3,1993,1.0,1.0,0.2857142857142857,0.6666666666666666
2023,MIN,2023-10-01,1,0,21,13,130,2,2,2,7.3,63.2,78.7,5.9,0,4,1291,1.0,0.0,0.125,0.5
2023,MIN,2023-10-08,0,0,20,27,259,2,0,3,6.0,61.7,90.6,3.9,0,1,1681,1.0,1.0,0.42857142857142855,0.8
2023,MIN,2023-10-15,1,0,19,13,174,1,0,2,5.8,67.7,92.7,2.1,0,5,1489,0.5,0.6666666666666666,0.15384615384615385,0.5
2023,MIN,2023-10-23,1,0,22,17,378,2,1,0,8.4,77.8,107.2,3.5,0,1,2096,0.5,0.75,0.6153846153846154,0.0
2023,MIN,2023-10-29,1,0,24,10,284,2,0,3,8.5,74.3,116.8,2.0,1,2,2182,1.0,0.3333333333333333,0.5555555555555556,1.0
2023,MIN,2023-11-05,1,0,31,28,217,2,0,4,6.6,69.4,103.6,4.4,1,3,1892,1.0,1.0,0.4375,1.0
2023,MIN,2023-11-12,1,0,27,19,263,1,0,1,7.9,67.6,100.5,3.8,2,6,1986,1.0,0.6666666666666666,0.4,0.0
2023,MIN,2023-11-19,0,0,20,21,210,1,1,2,6.9,62.5,78.9,4.9,1,2,2098,1.0,1.0,0.4,0.75
2023,MIN,2023-11-27,0,0,10,12,169,1,4,2,5.8,68.8,52.2,4.3,0,3,1450,1.0,1.0,0.2222222222222222,0.0
2023,MIN,2023-12-10,1,0,3,0,99,0,0,5,4.1,52.8,58.6,4.4,0,9,1931,0.0,0.5,0.4,1.0
2023,MIN,2023-12-16,0,1,24,27,281,2,2,3,8.9,76.5,95.3,4.8,1,3,2021,1.0,1.0,0.4166666666666667,0.0
2023,MIN,2023-12-24,0,0,24,30,373,2,4,4,11.4,61.1,75.1,1.5,1,2,1298,1.0,1.0,0.3333333333333333,0.0
