Season,Team,Date,target,OT,points_scored,points_allowed,pass_yards,pass_touchdowns,interceptions,sacks,pass_yards_per_attempt,pass_completion_ratio,Rate,rush_yards_per_attempt,rush_touchdowns,punts,time_of_possession,extra_points_ratio,field_goal_ratio,third_down_ratio,fourth_down_ratio
2023,MIN,2023-12-31,0,0,10,33,144,1,1,4,5.6,56.3,65.1,4.2,0,4,1348,1.0,1.0,0.3,0.0
2023,MIN,2023-01-07,0,0,20,30,359,2,2,4,9.0,68.2,89.1,4.0,0,4,2099,1.0,1.0,0.15384615384615385,0.6666666666666666
2023,NWE,2023-09-10,0,0,20,25,306,3,1,2,5.9,64.8,90.5,3.5,0,5,1752,1.0,0.0,0.3333333333333333,0.25
2023,NWE,2023-09-17,0,0,17,24,200,1,1,4,5.5,73.8,81.4,3.5,1,4,1781,1.0,1.0,0.4666666666666667,0.5
2023,NWE,2023-09-24,1,0,15,10,201,1,0,0,6.9,51.7,85.6,3.9,0,8,1912,1.0,0.5,0.42105263157894735,0.0
2023,NWE,2023-10-01,0,0,3,38,200,0,2,2,6.9,53.3,46.5,2.3,0,5,1491,0.0,0.5,0.3076923076923077,0.0
2023,NWE,2023-10-08,0,0,0,34,111,0,2,2,4.3,48.4,30.4,2.5,0,8,1226,0.0,0.0,0.07142857142857142,0.0
2023,NWE,2023-10-15,0,0,17,21,176,0,1,4,6.1,72.7,72.3,4.4,2,3,1668,1.0,1.0,0.5,0.0
2023,NWE,2023-10-22,1,0,29,25,268,2,0,1,9.1,83.3,126.1,4.0,1,2,1666,1.0,1.0,0.4444444444444444,0.0
2023,NWE,2023-10-29,0,0,17,31,141,2,1,3,5.6,65.5,85.6,4.1,0,5,1445,1.0,1.0,0.1111111111111111,0.5
2023,NWE,2023-11-05,0,0,17,20,220,1,1,0,5.0,54.5,66.5,5.6,1,6,1370,1.0,1.0,0.25,0.5
2023,NWE,2023-11-12,0,0,6,10,173,0,2,5,7.2,66.7,53.5,4.6,0,4,2065,0.0,0.6666666666666666,0.42857142857142855,1.0
2023,NWE,2023-11-26,0,0,7,10,136,0,3,2,4.1,60.0,32.6,4.7,1,6,2046,1.0,0.0,0.2857142857142857,1.0
2023,NWE,2023-12-03,0,0,0,6,109,0,0,5,5.6,52.0,63.6,4.6,0,7,1870,0.0,0.0,0.2857142857142857,0.3333333333333333
2023,NWE,2023-12-07,1,0,21,18,222,3,1,2,8.6,67.9,112.5,3.2,0,9,1661,1.0,0.0,0.3076923076923077,0.0
2023,NWE,2023-12-17,0,0,17,27,154,1,1,4,5.8,74.2,81.9,3.3,1,6,1726,1.0,0.5,0.16666666666666666,0.5
2023,NWE,2023-12-24,1,0,26,23,230,2,0,2,7.8,75.8,114.5,2.8,0,7,1722,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.0
2023,NWE,2023-12-31,0,0,21,27,191,0,3,3,8.0,61.5,44.4,4.3,2,4,1628,1.0,0.0,0.4,0.0
2023,NWE,2023-01-07,0,0,3,17,31,0,2,7,2.9,40.0,20.1,4.2,0,9,1578,0.0,1.0,0.07142857142857142,0.0
2023,NOR,2023-09-10,1,0,16,15,282,1,1,4,9.2,69.7,93.2,2.6,0,5,1720,1.0,1.0,0.4375,0.0
2023,NOR,2023-09-18,1,0,20,17,207,0,1,4,6.4,59.5,63.7,4.1,2,5,1969,1.0,1.0,0.4375,0.0
2023,NOR,2023-09-24,0,0,17,18,175,1,0,4,6.0,67.6,89.7,3.5,0,7,1645,1.0,0.5,0.2857142857142857,1.0
2023,NOR,2023-10-01,0,0,9,26,127,0,1,3,3.6,61.5,56.3,3.7,0,4,1729,0.0,1.0,0.35714285714285715,0.5
2023,NOR,2023-10-08,1,0,34,0,168,2,0,2,7.0,69.2,112.3,3.2,1,7,2374,1.0,1.0,0.3333333333333333,0.0
2023,NOR,2023-10-15,0,0,13,20,341,1,1,2,7.0,64.7,82.2,3.6,0,3,1893,1.0,0.5,0.4,0.0
2023,NOR,2023-10-19,0,0,24,31,295,1,1,1,5.5,60.0,72.9,3.6,1,4,2170,1.0,0.75,0.16666666666666666,0.6666666666666666
2023,NOR,2023-10-29,1,0,38,27,350,2,0,1,12.2,69.0,132.8,4.5,3,4,1809,1.0,1.0,0.5,0.0
2023,NOR,2023-11-05,1,0,24,17,214,3,0,0,6.1,74.3,118.0,3.2,0,4,1760,1.0,0.5,0.5,0.0
2023,NOR,2023-11-12,0,0,19,27,215,2,2,3,5.4,60.5,69.4,4.3,0,6,1614,0.0,1.0,0.2857142857142857,1.0
2023,NOR,2023-11-26,0,0,15,24,296,0,1,1,8.0,63.2,76.2,5.3,0,1,1894,0.0,0.8333333333333334,0.42857142857142855,0.0
2023,NOR,2023-12-03,0,0,28,33,249,1,1,2,9.2,65.5,89.6,3.1,3,4,1930,1.0,0.0,0.5,0.0
2023,NOR,2023-12-10,1,0,28,6,110,2,1,1,4.6,69.2,87.0,3.9,1,5,1510,1.0,0.0,0.3,0.0
2023,NOR,2023-12-17,1,0,24,6,209,3,0,1,7.5,79.3,131.2,3.1,0,4,2007,1.0,1.0,0.5,0.0
2023,NOR,2023-12-21,0,0,22,30,304,3,1,2,8.0,67.5,104.6,2.2,0,2,1542,1.0,0.0,0.45454545454545453,0.0
2023,NOR,2023-12-31,1,0,23,13,202,2,0,1,6.1,73.5,107.7,3.1,0,6,2198,1.0,1.0,0.4444444444444444,0.0
2023,NOR,2023-01-07,1,0,48,17,246,4,0,3,9.4,78.6,142.9,4.4,2,4,2030,1.0,1.0,0.3,1.0
2023,NYG,2023-09-10,0,0,0,40,63,0,2,7,3.7,56.7,34.0,3.9,0,3,2008,0.0,0.0,0.3125,0.6
2023,NYG,2023-09-17,1,0,31,28,312,2,1,3,8.7,70.3,102.5,4.7,2,3,1763,1.0,1.0,0.5833333333333334,1.0
2023,NYG,2023-09-21,0,0,12,30,121,0,1,2,4.2,66.7,60.3,2.6,1,6,1250,0.0,1.0,0.25,0.0
2023,NYG,2023-10-02,0,0,3,24,136,0,2,11,6.0,79.4,58.8,3.9,0,5,2160,0.0,1.0,0.375,0.5
2023,NYG,2023-10-08,0,0,16,31,183,0,0,7,6.4,71.9,85.8,2.9,0,4,2159,1.0,0.75,0.29411764705882354,0.5
2023,NYG,2023-10-15,0,0,9,14,185,0,0,3,5.6,66.7,79.1,3.9,0,4,1884,0.0,1.0,0.5263157894736842,0.5
2023,NYG,2023-10-22,1,0,14,7,250,2,0,4,9.6,62.1,112.7,3.3,0,8,1726,1.0,0.0,0.3125,0.0
2023,NYG,2023-10-29,0,1,10,13,-9,0,0,4,0.5,42.9,50.3,3.9,1,13,2293,1.0,0.3333333333333333,0.10526315789473684,0.0
2023,NYG,2023-11-05,0,0,6,30,154,1,2,8,6.9,65.5,61.6,4.9,0,4,1864,0.0,0.0,0.25,0.2
2023,NYG,2023-11-12,0,0,17,49,61,2,1,5,3.2,51.9,67.1,4.8,0,7,1359,1.0,1.0,0.0,0.6666666666666666
2023,NYG,2023-11-19,1,0,31,19,201,3,0,9,9.5,69.2,130.4,4.8,0,7,1509,1.0,1.0,0.35714285714285715,0.0
2023,NYG,2023-11-26,1,0,10,7,162,1,0,6,7.6,68.0,99.1,3.1,0,8,1554,1.0,1.0,0.3076923076923077,0.0
2023,NYG,2023-12-11,1,0,24,22,158,1,0,0,7.5,81.0,113.9,6.1,2,4,1734,1.0,0.5,0.3,0.0
2023,NYG,2023-12-17,0,0,6,24,133,0,0,7,5.0,57.9,64.9,3.8,0,5,1593,0.0,1.0,0.125,0.6
2023,NYG,2023-12-25,0,0,25,33,186,1,1,1,5.9,50.0,65.4,4.1,1,4,1522,1.0,1.0,0.2857142857142857,0.6
2023,NYG,2023-12-31,0,0,25,26,284,1,1,6,7.8,65.9,83.8,5.3,1,5,1789,0.5,0.6666666666666666,0.3125,0.3333333333333333
2023,NYG,2023-01-07,1,0,27,10,306,1,1,2,9.1,73.5,98.4,3.6,2,5,1977,1.0,0.6666666666666666,0.42857142857142855,0.0
2023,NYJ,2023-09-11,1,1,22,16,117,1,1,3,6.4,63.6,73.5,6.1,0,4,1670,1.0,1.0,0.38461538461538464,1.0
2023,NYJ,2023-09-17,0,0,10,30,151,1,3,3,6.3,44.4,35.2,4.0,0,5,1065,1.0,1.0,0.1,1.0
2023,NYJ,2023-09-24,0,0,10,15,133,0,0,3,4.4,50.0,59.1,1.7,1,8,1688,1.0,1.0,0.14285714285714285,0.5
2023,NYJ,2023-10-01,0,0,20,23,228,2,0,2,6.3,71.8,103.4,6.8,0,5,1671,1.0,0.5,0.4166666666666667,0.0
2023,NYJ,2023-10-08,1,0,31,21,173,0,1,4,7.7,73.1,74.7,7.3,1,3,2076,1.0,1.0,0.25,0.0
2023,NYJ,2023-10-15,1,0,20,14,155,0,0,5,5.6,57.6,69.6,4.2,1,4,1756,0.0,1.0,0.18181818181818182,0.0
2023,NYJ,2023-10-29,1,1,13,10,193,1,0,4,6.7,47.2,73.0,2.6,0,11,1538,1.0,1.0,0.13333333333333333,0.0
2023,NYJ,2023-11-06,0,0,6,27,206,0,0,8,5.4,67.3,75.7,3.2,0,7,2067,0.0,1.0,0.17647058823529413,0.75
2023,NYJ,2023-11-12,0,0,12,16,257,0,1,2,6.6,57.5,66.4,5.1,0,5,1782,0.0,1.0,0.4375,0.0
2023,NYJ,2023-11-19,0,0,6,32,92,1,2,6,4.4,50.0,39.9,3.5,0,6,1389,0.0,0.0,0.0,0.8
2023,NYJ,2023-11-24,0,0,13,34,130,1,2,7,4.7,71.1,62.4,2.9,0,6,1459,0.5,0.0,0.35714285714285715,0.6666666666666666
2023,NYJ,2023-12-03,0,0,8,13,197,0,1,4,5.6,50.0,54.4,2.5,0,7,1826,0.0,1.0,0.13333333333333333,0.6666666666666666
2023,NYJ,2023-12-10,1,0,30,6,268,2,0,4,8.4,75.0,114.1,3.0,1,5,2225,1.0,1.0,0.4,1.0
2023,NYJ,2023-12-17,0,0,0,30,80,0,2,6,3.7,48.6,32.6,1.9,0,5,1419,0.0,0.0,0.38461538461538464,0.0
2023,NYJ,2023-12-24,1,0,30,28,217,1,1,0,4.4,55.1,64.8,4.6,2,6,2176,1.0,1.0,0.25,0.5
2023,NYJ,2023-12-28,0,0,20,37,253,1,1,2,5.8,71.1,82.9,5.1,0,5,1911,1.0,0.6666666666666666,0.375,0.5
2023,NYJ,2023-01-07,1,0,17,3,69,0,0,1,3.5,40.0,49.8,4.4,1,7,2022,0.0,0.75,0.2,0.0
2023,PHI,2023-09-10,1,0,25,20,154,1,0,3,5.2,66.7,87.2,3.9,0,4,1848,0.5,1.0,0.3076923076923077,0.0
2023,PHI,2023-09-14,1,0,34,28,171,1,1,4,8.4,78.3,94.0,5.4,3,4,2368,1.0,0.6666666666666666,0.42857142857142855,1.0
2023,PHI,2023-09-25,1,0,25,11,271,1,2,1,7.5,62.2,70.9,5.0,1,1,2335,1.0,1.0,0.625,0.6666666666666666
2023,PHI,2023-10-01,1,1,34,31,311,2,0,3,8.6,67.6,111.4,3.9,1,3,1855,1.0,1.0,0.3333333333333333,1.0
2023,PHI,2023-10-08,1,0,23,14,295,1,1,1,8.0,65.8,87.1,4.1,1,1,2275,1.0,1.0,0.7222222222222222,0.0
2023,PHI,2023-10-15,0,0,14,20,268,1,3,2,6.2,62.2,58.4,3.6,1,2,1844,1.0,0.0,0.5,0.5
2023,PHI,2023-10-22,1,0,31,17,256,2,1,3,9.0,74.2,106.4,2.9,2,1,2203,1.0,1.0,0.3333333333333333,1.0
2023,PHI,2023-10-29,1,0,38,31,315,4,0,2,8.4,76.3,135.3,2.7,1,2,1711,1.0,1.0,0.6153846153846154,1.0
2023,PHI,2023-11-05,1,0,28,23,183,2,0,3,9.0,73.9,125.8,3.3,2,5,1818,1.0,0.0,0.5,1.0
2023,PHI,2023-11-20,1,0,21,17,124,0,1,5,6.8,63.6,59.7,4.2,3,7,1679,1.0,0.0,0.2727272727272727,0.0
2023,PHI,2023-11-26,1,1,37,34,193,3,1,2,6.5,58.1,95.2,5.8,2,5,1613,1.0,1.0,0.36363636363636365,0.0
2023,PHI,2023-12-03,0,0,19,42,287,1,0,3,6.5,58.3,82.6,2.6,1,3,1899,1.0,1.0,0.5333333333333333,0.5
2023,PHI,2023-12-10,0,0,13,33,218,0,0,1,8.0,67.9,91.1,4.6,0,1,1404,1.0,1.0,0.4444444444444444,0.5
2023,PHI,2023-12-18,0,0,17,20,143,0,2,0,4.6,54.8,40.1,4.7,2,5,1978,1.0,1.0,0.5625,1.0
2023,PHI,2023-12-25,1,0,33,25,295,1,1,1,7.9,63.2,84.9,4.9,2,2,2078,1.0,1.0,0.5333333333333333,1.0
2023,PHI,2023-12-31,0,0,31,35,184,3,1,0,7.7,79.2,120.8,4.0,0,2,1221,1.0,1.0,0.4444444444444444,1.0
2023,PHI,2023-01-07,0,0,10,27,166,1,2,5,5.6,55.6,53.7,5.5,0,4,1623,1.0,1.0,0.38461538461538464,0.0
2023,PHI,2023-01-15,0,0,9,32,234,1,0,3,7.1,71.4,99.0,2.8,0,4,1557,0.0,1.0,0.0,0.0
2023,PIT,2023-09-10,0,0,7,30,198,1,2,5,5.0,67.4,65.3,4.1,0,6,1357,1.0,0.0,0.3333333333333333,0.3333333333333333
2023,PIT,2023-09-18,1,0,26,22,200,1,1,2,7.4,50.0,68.8,2.6,0,7,1472,1.0,1.0,0.2857142857142857,0.0
2023,PIT,2023-09-24,1,0,23,18,228,2,0,1,8.4,57.1,107.4,3.4,0,6,1803,1.0,1.0,0.4,0.0
2023,PIT,2023-10-01,0,0,6,30,111,0,1,3,4.7,64.3,57.3,4.6,0,5,1645,0.0,1.0,0.42857142857142855,0.0
2023,PIT,2023-10-08,1,0,17,10,202,1,0,3,7.0,56.3,85.7,2.9,0,6,1786,0.0,1.0,0.4,0.0
2023,PIT,2023-10-22,1,0,24,17,214,0,0,2,9.2,68.0,94.4,3.0,3,5,1694,1.0,1.0,0.3333333333333333,1.0
2023,PIT,2023-10-29,0,0,10,20,191,1,2,3,4.9,58.1,57.4,3.9,0,6,1544,1.0,0.5,0.25,0.0
2023,PIT,2023-11-02,1,0,20,16,160,1,0,0,5.3,63.3,88.2,5.5,1,4,1731,1.0,1.0,0.5,0.0
2023,PIT,2023-11-12,1,0,23,19,119,0,0,1,5.5,60.9,74.4,5.7,2,5,1833,1.0,1.0,0.3076923076923077,1.0
2023,PIT,2023-11-19,0,0,10,13,77,0,0,3,3.8,53.6,59.2,6.6,1,9,1713,1.0,1.0,0.21428571428571427,1.0
2023,PIT,2023-11-26,1,0,16,10,268,0,0,2,8.4,72.7,96.5,4.6,1,4,2237,1.0,1.0,0.47058823529411764,0.0
2023,PIT,2023-12-03,0,0,10,24,187,1,0,0,6.9,66.7,98.8,4.2,0,4,1843,1.0,0.5,0.36363636363636365,0.0
2023,PIT,2023-12-07,0,0,18,21,182,1,1,2,5.3,61.1,71.8,2.9,1,6,1939,1.0,1.0,0.21428571428571427,0.3333333333333333
2023,PIT,2023-12-16,0,0,13,30,142,1,2,4,6.6,69.2,63.3,3.1,1,4,1600,0.5,0.0,0.3333333333333333,0.6666666666666666
2023,PIT,2023-12-23,1,0,34,11,284,2,0,1,10.7,63.0,123.1,3.8,2,5,1691,1.0,1.0,0.5,0.0
2023,PIT,2023-12-31,1,0,30,23,266,0,0,1,11.4,75.0,110.8,4.4,3,1,2253,1.0,1.0,0.46153846153846156,0.6666666666666666
2023,PIT,2023-01-06,1,0,17,10,134,1,0,3,7.6,90.0,111.2,4.0,1,6,2094,1.0,1.0,0.4,0.0
2023,PIT,2023-01-15,0,0,17,31,218,2,1,1,5.9,56.4,78.8,4.6,0,4,1601,1.0,1.0,0.45454545454545453,0.0
2023,SEA,2023-09-10,0,0,13,30,95,1,0,2,4.3,61.5,81.4,4.7,0,4,1237,1.0,0.6666666666666666,0.2222222222222222,0.0
2023,SEA,2023-09-17,1,1,37,31,311,2,0,1,8.0,78.0,114.5,3.3,2,3,2011,1.0,0.3333333333333333,0.45454545454545453,1.0
2023,SEA,2023-09-24,1,0,37,27,279,1,1,2,8.2,63.9,85.3,4.4,2,2,1828,1.0,1.0,0.23076923076923078,1.0
2023,SEA,2023-10-02,1,0,24,3,160,1,0,2,6.7,57.7,88.6,5.3,1,4,1440,1.0,0.5,0.25,0.0
2023,SEA,2023-10-15,0,0,13,17,297,0,2,4,8.0,65.9,66.8,3.5,1,3,2041,1.0,1.0,0.4166666666666667,0.0
2023,SEA,2023-10-22,1,0,20,10,203,2,1,2,9.1,75.0,110.2,3.6,0,3,1832,1.0,1.0,0.5384615384615384,0.0
2023,SEA,2023-10-29,1,0,24,20,248,2,2,1,6.9,62.2,77.3,6.7,1,5,1400,1.0,1.0,0.3333333333333333,1.0
2023,SEA,2023-11-05,0,0,3,37,123,0,1,4,5.6,46.4,44.2,1.9,0,7,1196,0.0,1.0,0.08333333333333333,0.0
2023,SEA,2023-11-12,1,0,29,26,369,2,0,1,7.9,66.0,103.9,4.6,0,4,1827,1.0,1.0,0.2857142857142857,1.0
2023,SEA,2023-11-19,0,0,16,17,223,1,1,2,5.9,60.0,73.2,3.2,0,4,1926,1.0,0.75,0.3333333333333333,1.0
2023,SEA,2023-11-23,0,0,13,31,132,0,1,6,6.7,66.7,62.6,4.2,0,5,1470,1.0,0.6666666666666666,0.2727272727272727,0.0
2023,SEA,2023-11-30,0,0,35,41,334,3,1,1,8.1,56.1,97.0,3.3,2,0,1413,1.0,0.0,0.6428571428571429,0.0
2023,SEA,2023-12-10,0,0,16,28,254,2,2,4,8.7,71.0,90.0,3.5,0,6,1845,1.0,1.0,0.18181818181818182,0.0
2023,SEA,2023-12-18,1,0,20,17,197,1,0,2,6.3,66.7,92.6,4.2,1,5,1622,1.0,1.0,0.42857142857142855,0.0
2023,SEA,2023-12-24,1,0,20,17,215,2,0,3,6.3,69.4,103.4,2.9,0,3,1569,1.0,1.0,0.5384615384615384,0.0
2023,SEA,2023-12-31,0,0,23,30,281,1,0,1,8.8,69.7,105.7,5.9,1,3,1347,1.0,1.0,0.3333333333333333,0.0
2023,SEA,2023-01-07,1,0,21,20,189,2,0,0,6.8,57.1,101.6,5.5,0,5,1437,1.0,1.0,0.5,0.0
2023,SFO,2023-09-10,1,0,30,7,203,2,0,3,7.6,65.5,108.8,5.5,1,3,2243,1.0,1.0,0.46153846153846156,1.0
2023,SFO,2023-09-17,1,0,30,23,206,0,0,1,8.2,68.0,93.1,5.7,3,4,1609,1.0,1.0,0.2222222222222222,0.0
2023,SFO,2023-09-21,1,0,30,12,300,2,0,2,8.4,67.6,110.2,3.6,1,3,2350,1.0,1.0,0.5625,0.0
2023,SFO,2023-10-01,1,0,35,16,271,1,0,1,13.5,95.2,134.6,4.0,4,1,1754,1.0,0.0,0.6,1.0
2023,SFO,2023-10-08,1,0,42,10,251,4,0,1,10.1,72.0,143.5,4.1,2,4,2225,1.0,0.0,0.5454545454545454,0.0
2023,SFO,2023-10-15,0,0,17,19,107,1,1,3,4.6,44.4,52.5,4.3,1,6,1617,1.0,0.3333333333333333,0.25,0.0
2023,SFO,2023-10-23,0,0,17,22,260,1,2,1,9.1,70.0,79.9,3.0,1,1,1504,1.0,0.5,0.5555555555555556,1.0
2023,SFO,2023-10-29,0,0,17,31,347,1,2,2,11.8,71.0,91.7,4.9,1,3,1717,1.0,1.0,0.5555555555555556,0.0
2023,SFO,2023-11-12,1,0,34,3,293,3,0,2,10.8,71.4,140.9,4.8,1,3,1991,1.0,1.0,0.3333333333333333,0.5
2023,SFO,2023-11-19,1,0,27,14,305,3,0,4,13.3,84.0,157.1,3.8,0,3,1851,1.0,1.0,0.4,0.0
2023,SFO,2023-11-23,1,0,31,13,208,1,1,1,6.7,67.7,83.8,5.1,3,5,2130,1.0,1.0,0.45454545454545453,0.0
2023,SFO,2023-12-03,1,0,42,19,310,4,0,2,11.6,70.4,148.1,5.2,2,2,1701,1.0,0.0,0.7272727272727273,1.0
2023,SFO,2023-12-10,1,0,28,16,354,2,1,3,13.6,70.4,122.1,7.5,2,5,1755,1.0,0.0,0.5454545454545454,0.0
2023,SFO,2023-12-17,1,0,45,29,262,4,0,0,9.4,64.3,134.2,5.5,1,2,1549,1.0,1.0,0.5714285714285714,0.0
2023,SFO,2023-12-25,0,0,19,33,308,1,5,4,7.3,56.5,44.7,6.7,1,2,1726,1.0,1.0,0.42857142857142855,0.3333333333333333
2023,SFO,2023-12-31,1,0,27,10,224,2,0,1,8.2,78.6,123.8,4.7,1,2,2293,1.0,1.0,0.4444444444444444,0.0
2023,SFO,2023-01-07,0,0,20,21,175,1,0,3,7.3,61.5,94.2,4.3,2,3,1740,0.6666666666666666,0.0,0.5,1.0
2023,SFO,2023-01-20,1,0,24,21,245,1,0,1,6.5,59.0,86.0,4.6,2,4,1781,1.0,0.5,0.625,0.0
2023,SFO,2023-01-28,1,0,34,31,258,1,1,2,8.6,64.5,87.8,4.7,3,1,1932,1.0,0.6666666666666666,0.5,0.0
2023,SFO,2023-02-11,0,1,22,25,272,2,0,1,7.1,61.5,99.5,3.5,0,5,2311,0.5,1.0,0.25,1.0
2023,TAM,2023-09-10,1,0,20,17,169,2,0,1,5.1,61.8,93.9,2.2,0,6,1839,1.0,1.0,0.35294117647058826,1.0
2023,TAM,2023-09-17,1,0,27,17,317,1,0,0,9.3,76.5,114.5,3.5,1,4,2156,1.0,0.6666666666666666,0.5333333333333333,1.0
2023,TAM,2023-09-25,0,0,11,25,133,1,1,2,5.8,60.0,70.9,2.4,0,4,1265,0.0,1.0,0.5,0.0
2023,TAM,2023-10-01,1,0,26,9,239,3,1,1,7.5,75.8,113.1,3.5,0,4,1871,1.0,1.0,0.5333333333333333,0.0
2023,TAM,2023-10-15,0,0,6,20,205,0,1,1,5.6,51.4,56.7,2.9,0,6,1410,0.0,1.0,0.16666666666666666,0.5
2023,TAM,2023-10-22,0,0,13,16,256,1,1,3,6.5,64.3,79.1,3.7,0,3,1801,1.0,1.0,0.5,0.0
2023,TAM,2023-10-26,0,0,18,24,224,2,0,3,5.6,59.5,89.8,4.6,0,6,1683,1.0,0.5,0.26666666666666666,1.0
2023,TAM,2023-11-05,0,0,37,39,251,2,0,2,8.8,70.0,117.5,2.6,2,4,1880,1.0,1.0,0.23076923076923078,1.0
2023,TAM,2023-11-12,1,0,20,6,263,2,1,3,9.6,62.1,100.2,2.7,0,5,1900,1.0,1.0,0.4666666666666667,0.0
2023,TAM,2023-11-19,0,0,14,27,221,1,1,4,5.5,64.4,74.4,3.7,1,3,1749,1.0,0.0,0.5,0.3333333333333333
2023,TAM,2023-11-26,0,0,20,27,173,2,1,6,6.4,64.5,87.2,6.6,0,4,1719,1.0,1.0,0.38461538461538464,1.0
2023,TAM,2023-12-03,1,0,21,18,194,1,1,1,7.0,48.3,67.3,4.6,2,8,1578,1.0,0.0,0.4,0.0
2023,TAM,2023-12-10,1,0,29,25,142,2,0,1,5.0,48.3,85.7,4.0,1,6,1900,1.0,1.0,0.375,0.5
2023,TAM,2023-12-17,1,0,34,20,353,4,0,5,13.6,78.6,158.3,3.7,0,1,1747,1.0,1.0,0.6363636363636364,1.0
2023,TAM,2023-12-24,1,0,30,12,265,2,0,2,8.1,74.3,114.6,1.9,1,2,2227,1.0,1.0,0.5263157894736842,0.5
2023,TAM,2023-12-31,0,0,13,23,292,2,2,2,9.4,66.7,89.5,3.8,0,5,1402,1.0,0.0,0.25,1.0
2023,TAM,2023-01-07,1,0,9,0,115,0,0,3,4.3,62.5,69.1,3.9,0,6,1884,0.0,1.0,0.375,0.0
2023,TAM,2023-01-15,1,0,32,9,307,3,0,4,9.4,61.1,116.3,4.1,0,3,2043,1.0,1.0,0.42857142857142855,0.5
2023,TAM,2023-01-21,0,0,23,31,319,3,2,4,8.5,63.4,91.4,5.9,0,4,1680,1.0,0.5,0.3333333333333333,1.0
2023,OTI,2023-09-10,0,0,15,16,181,0,3,3,5.8,47.1,26.7,4.7,0,3,1880,0.0,1.0,0.16666666666666666,0.0
2023,OTI,2023-09-17,1,1,27,24,200,1,0,5,10.3,83.3,115.3,4.1,2,5,2209,1.0,1.0,0.46153846153846156,0.0
2023,OTI,2023-09-24,0,0,3,27,68,0,0,5,4.2,52.0,57.9,1.7,0,7,1291,0.0,1.0,0.16666666666666666,1.0
2023,OTI,2023-10-01,1,0,27,3,227,2,1,3,9.3,73.1,109.0,5.2,1,2,2085,1.0,1.0,0.6153846153846154,1.0
2023,OTI,2023-10-08,0,0,16,23,259,0,1,1,7.5,65.7,75.8,4.0,1,1,1737,1.0,1.0,0.4166666666666667,0.5
2023,OTI,2023-10-15,0,0,16,24,104,0,1,6,7.1,57.1,50.5,6.8,1,5,1458,1.0,1.0,0.1111111111111111,0.0
2023,OTI,2023-10-29,1,0,28,23,226,4,0,2,8.2,65.5,128.7,4.1,0,8,1979,1.0,0.0,0.3333333333333333,1.0
2023,OTI,2023-11-02,0,0,16,20,235,0,1,4,6.7,56.4,63.5,4.2,1,3,1869,1.0,1.0,0.23076923076923078,0.5
2023,OTI,2023-11-12,0,0,6,20,167,0,1,4,5.1,48.7,49.8,2.6,0,4,1700,0.0,0.6666666666666666,0.4,0.0
2023,OTI,2023-11-19,0,0,14,34,143,2,0,2,9.3,76.5,140.1,4.8,0,4,1414,1.0,0.0,0.2857142857142857,1.0
2023,OTI,2023-11-26,1,0,17,10,184,0,0,1,6.6,64.3,83.0,3.3,2,7,1571,1.0,1.0,0.18181818181818182,1.0
2023,OTI,2023-12-03,0,1,28,31,204,1,0,6,6.8,48.5,78.3,4.2,2,7,2306,0.6666666666666666,1.0,0.35294117647058826,0.0
2023,OTI,2023-12-11,1,0,28,27,320,1,1,1,8.6,60.5,85.4,2.9,2,5,1656,1.0,1.0,0.38461538461538464,0.0
2023,OTI,2023-12-17,0,1,16,19,138,0,1,7,7.7,65.4,62.7,2.2,1,8,2008,0.5,1.0,0.3333333333333333,1.0
2023,OTI,2023-12-24,0,0,17,20,125,1,0,6,6.1,70.4,92.4,5.2,1,3,2031,1.0,1.0,0.5,1.0
2023,OTI,2023-12-31,0,0,3,26,134,0,0,6,7.1,69.2,81.2,2.5,0,5,1609,0.0,1.0,0.08333333333333333,0.5
2023,OTI,2023-01-07,1,0,28,20,152,2,1,2,6.2,63.0,87.3,6.7,2,3,1663,1.0,0.0,0.5454545454545454,0.0
2023,WAS,2023-09-10,1,0,20,16,156,1,1,6,6.5,61.3,71.4,3.3,1,6,1884,1.0,1.0,0.3333333333333333,0.0
2023,WAS,2023-09-17,1,0,35,33,266,2,0,4,7.7,69.2,105.3,5.3,2,3,2025,1.0,0.5,0.3,1.0
2023,WAS,2023-09-24,0,0,3,37,125,0,4,9,5.9,65.5,35.1,8.1,0,3,1521,0.0,1.0,0.1111111111111111,0.0
2023,WAS,2023-10-01,0,1,31,34,258,1,0,5,7.1,70.7,95.4,3.8,2,5,2107,1.0,1.0,0.47058823529411764,1.0
2023,WAS,2023-10-05,0,0,20,40,359,2,1,5,7.6,72.5,96.8,2.9,0,2,1796,0.0,0.6666666666666666,0.5,0.0
2023,WAS,2023-10-15,1,0,24,16,121,3,0,5,6.6,60.9,114.3,3.3,0,6,1417,1.0,1.0,0.2,1.0
2023,WAS,2023-10-22,0,0,7,14,197,0,1,6,5.9,52.4,55.4,4.0,1,10,1874,1.0,0.0,0.06666666666666667,0.6666666666666666
2023,WAS,2023-10-29,0,0,31,38,388,4,1,1,7.6,75.0,113.3,5.3,0,2,1889,1.0,1.0,0.5833333333333334,0.0
2023,WAS,2023-11-05,1,0,20,17,308,1,1,3,7.2,64.4,82.5,4.3,1,5,2230,1.0,1.0,0.5294117647058824,0.0
